,id,claim,label,extraction_span,backtranslation,augmentation,augmentation_span,noisy,filepath,text
475111,cnn-train-5926ff983bd52cbcc5a4461fe87bb9f9e03fbbb2,"His sentences for allegedly collaborating with or belonging to an Islamic terrorist group range from five to nine years in prison, according to a copy of the court order reviewed by CNN.",REFUTES,"[48, 83]",1.0,PronounSwap,"[0, 0]",,cnndm/cnn/stories/5926ff983bd52cbcc5a4461fe87bb9f9e03fbbb2.story,"Madrid, Spain (CNN) -- A Spanish court Wednesday convicted five men accused of Islamic terrorist activities that included aiding fugitives from the Madrid train bombings of 2004 and planning other attacks. The five men include three Moroccans, an Algerian and a Turk. Their sentences, on charges of collaborating or belonging to an Islamic terrorist group, range from five to nine years in prison, according to a copy of the court order viewed by CNN. The court acquitted four other defendants, all Moroccans, on similar charges. ""During the years 2004 and 2005, the group provided cover and economic support and facilitated the flight from Spain for individuals who had roles"" in the train bombings, the court said. The group was based in a Barcelona suburb, Santa Coloma de Gramenet, before police made arrests in June 2005, officials said. Some in the group also were involved in trafficking in weapons or explosives, or preaching violence for indoctrination of new militants, ruled a three-judge panel at Spain's high-security National Court. The Madrid train bombings -- coordinated attacks on four morning-rush commuter trains -- killed 191 people and wounded more than 1,800. Spanish courts previously had convicted 14 Islamic militants for their roles in the train bombings. Among them were four Spaniards convicted of trafficking in the explosives used in the attacks."
829616,cnn-train-c75fefcc136e2d73a0bbce9547248b87a3cd131f,"In In 1995, , he was already a finalistfinalist, Kanu told Inter Milan that he had just signed a and he had a wrong value in his heart.",REFUTES,"[141, 181]",1.0,EntitySwap,"[9, 9]",,cnndm/cnn/stories/c75fefcc136e2d73a0bbce9547248b87a3cd131f.story,"(CNN) -- One of Africa's most successful footballers, Nwankwo Kanu, has had a glittering career on the pitch. The 6 ft 5 in Nigerian footballer has used his sizable stature in the game to help many others. Winning a gold medal with Nigeria in the 1996 Olympic Games he has also won the European Cup with Ajax; the English Premier League Title and FA Cup with Arsenal in 2002, and in 2008 scored the winning goal for Portsmouth in the FA Cup Final. But off the pitch, Kanu has worked just as hard to improve the lives of others. He set up the Kanu Heart Foundation in 2000 that raises money to help children with hearth defects. It's an issue that Kanu is particularly connected to. In 1995, when he was already a double-European Cup finalist, Kanu was told by a doctor for Inter Milan, the club he had just signed for, that he a faulty value in his heart. He was told he could never play football again. However he spent 14 months rehabilitating and then moved to Arsenal in England and arguably had the most successful years of his career. Now nearing the end of his career, Kanu has set up another foundation. Founded in 2008, The Kanu Football Foundation aims to help advise young African footballer who can face all sorts of pressures when trying to become a professional football and avoid being exploited."
390710,dailymail-train-c821a55614df075af54abc9c10d4ef70d9fed4ad,Wales recorded the strongest percentage jump: the number of registrations increased by a third (around 80 per cent) in 2013.,REFUTES,"[191, 211]",1.0,NumberSwap,"[16, 19]",,cnndm/dailymail/stories/c821a55614df075af54abc9c10d4ef70d9fed4ad.story,"More detached homes are being built now than at the height of the property boom in 2007, an industry body has reported. The National House Building Council (NHBC), which released the figures, said detached homes are making a 'comeback', with 38,113 new build properties of this type registered with it in 2014, which is the highest number recorded for any year since 2004. Across all types of property, 145,174 new homes across the UK were registered with the NHBC last year, marking a 9 per cent increase on 2013 and the highest annual total since 2007 as the economic recovery continues. New home owners are snapping up detached houses according to new figures released today, file picture Almost 40,000 new detached homes were registered with the National House Building Council last year Yorkshire and the Humber, Wales, Northern Ireland, the West Midlands and the South East are all now outpacing London in terms of the year-on-year percentage growth in the number of new builds being registered. Wales recorded the strongest percentage jump, with registrations up by one third (33 per cent) on 2013. The NHBC said London saw 'exceptional' growth in the number of new builds being registered in 2013, and in 2014 growth in the capital was more in line with that seen in the UK generally. With 28,733 new homes registered in London last year, the number of new builds recorded in the capital was still up by 10 per cent on 2013. Eastern England was the only UK region that recorded a year-on-year fall in new build registrations in 2014, with a 6 per cent fall. The NHBC's registration figures are taken from builders who are responsible for around 80 per cent of homes constructed in the UK. Builders are required to register a house with the NHBC before starting work, which means its figures represent homes that are to be built in the months ahead. The number of detached homes being registered represents a 24 per cent increase on 2013. Detached homes now make up more than one quarter (26 per cent) of all homes being built, with flats and maisonettes still accounting for the biggest chunk of new builds, at one third (33 per cent). In 2008, almost half (49 per cent) of new build homes being registered were flats, while just 15 per cent were detached homes. NHBC chief executive Mike Quinton said: 'It looks like the detached home is making a comeback ... Following an oversupply of flats outside London over the last decade, the growth in detached homes is restoring balance to the country's housing stock.' Some 48,685 flats were registered with the NHBC last year - representing a 5 per cent increase on 2013 but just over half of the 90,221 flats that were recorded during the boom in 2007. The number of new build semi-detached homes also increased on 2013, rising by 12 per cent to 31,650. Meanwhile, the number of bungalows and terraced homes being registered fell year-on-year. Some 26,600 terraced homes were registered in 2014, representing a 2 per cent annual fall, while 2,059 bungalows were registered, showing a 16 per cent decrease. Despite the boost in new build numbers, the NHBC said that 2014's total remains below the average of 153,000 registrations seen per year over the last four decades. Mr Quinton continued: 'We are still building below the levels seen before the economic downturn and below what this country needs. 'With the general election just three months away, it is therefore very encouraging that housing remains a top priority for all the main parties.' Housing Minister Brandon Lewis said: 'Today's figures clearly show how our efforts have got the country building again ... 'We have turned around a broken housing market, including introducing schemes like Help to Buy to help home owners get on the housing ladder and investing billions in affordable housebuilding.' The National House Building Council said the increase in demand for detached housing was addressing a problem with the oversupply of new apartments especially outside the London area"
793615,dailymail-train-ce7fa43dd01627f51163722210e099826c9c0128,"Burgess visited the Prince Moulay Abdellah stadium, where the FAR Rabat is located at the end of October, and returned and was not impressed by what he saw.",SUPPORTS,"[205, 233]",1.0,,,,cnndm/dailymail/stories/ce7fa43dd01627f51163722210e099826c9c0128.story,"Real Madrid have sent their English Galactico groundsman Paul Burgess to sort out the pitches they will have to play on during the Club World Cup after serious concerns that their players would be risking injury on sub-standard surfaces. Madrid are due to fly out to Morocco on December 14 for the seven-team tournament that could see them win their fourth trophy of the year but there are real concerns that their season will be derailed by serious injury to top players because of the state of the pitch at Rabat where they play their semi-final on December 16 against the winner of Cruz Azul from Mexico and Western Sydney Wanderers. Real ‘signed’ Burgess from Arsenal in 2009 after he had excelled in the Premier League and Madrid saw him as the cure for on-going problems with their own Santiago Bernabeu pitch. Real Madrid are concerned their players could pick up injuries playing on poor quality pitches He has produced the perfect playing surface in Madrid for Manuel Pellegrini, Jose Mourinho and now Carlo Ancelotti but he also inspects the pitches Madrid have to play on beyond Spanish borders. Burgess visited the Prince Moulay Abdellah Stadium which is home to FAR Rabat at the end of October and returned and was not impressed with what he saw. The venue will host the first three matches of the tournament and then Madrid’s semi-final. Burgess is over-seeing urgent repair work on the playing surface which Real’s potential rivals in the World Club Cup final, San Lorenzo, will not have to play on because they play their semi-final in Marrakech where the final will also be held. Burgess was responsible for the immaculate pitch at Highbury before moving to Spain to join Real Madrid On Burgess’ advice Madrid have asked Fifa to allow them to arrive just two days before they play their first game in Morocco enabling them to fit another training session in at their own Valdebebas training ground and not in Rabat. It is not unusual for Burgess to inspect conditions before Real Madrid have to play – he also flies to the United States ahead of pre-season tours to check facilities and pitch standards. The three-times winner of the Premier League Groundsman of the year award at Arsenal joined the Gunners in 1996 as an 18-year-old after starting his career at Blackpool. He took over as head groundsman of Arsenal’s former home Highbury four years later before Madrid swooped in 2009. The Spanish giants struggled for years with the condition of the Bernabeu pitch before Burgess joined them"
146309,cnn-train-58b54cdf369ebc3b8d609ccc41ec23f4d4885ecc,"The ""Pistorius family own weapons purely for sport and hunting purposes,"" the Olympic icon's family said in the statement provided by a spokesman.",SUPPORTS,"[136, 163]",0.0,,,,cnndm/cnn/stories/58b54cdf369ebc3b8d609ccc41ec23f4d4885ecc.story,"(CNN) -- The dozens of weapons a newspaper says the family of Oscar Pistorius owns are only for ""sport and hunting,"" the family says. The family, in a statement released Tuesday, sought to distance itself from Henke Pistorius, Oscar's father, who said that some of the guns are for protection from crime -- protection he said the African National Congress government is not providing. The family's statement also was at odds with one by Oscar Pistorius, who told the magistrate who granted him bond that he kept the handgun that killed his girlfriend at his bed because he's ""been a victim of violence and of burglaries."" Opinion: Why brutality is ingrained in psyche of South Africa The ""Pistorius family own weapons purely for sport and hunting purposes,"" the Olympic icon's family said in the statement provided by a spokesman. Beeld, an Afrikaans language newspaper, has reported the Pistorius family owns 55 weapons -- between his father, grandfather and two uncles -- not counting Oscar's six guns. The family's statement came in response to a controversy triggered when Henke Pistorius defended the arsenal by telling a UK newspaper that white South Africans need guns for self-defense because the ANC, which gained control in 1994 with the collapse of South Africa's apartheid system, does a poor job of protecting them. ""Some of the guns are for hunting and some are for protection, the hand guns,"" Henke Pistorius is quoted as telling a Telegraph reporter. ""It speaks to the ANC government -- look at white crime levels, why protection is so poor in this country, it's an aspect of our society."" While he said he's never used any of his four firearms -- two rifles and two handguns -- for self-defense, ""that doesn't mean I haven't been hijacked, attacked."" ""As a family, we value life much too much to produce guns at every opportunity we can use them,"" Henke Pistorius told the Telegraph. ""I have been in positions where I can use a gun but we have been brought up in a way that we value the lives of others very highly."" The ANC immediately attacked Henke Pistorius, saying his statement was not only ""devoid of truth, it is also racist."" ""It is sad that he has chosen to politicize a tragic incident that is still fresh in the minds of those affected and the public,"" ANC spokesman Jackson Mthembu said. ""This tragic incident has affected two families that are still trying to come to terms with what happened and this latest racist slur is not assisting these families. We think it is ill-advisable for anyone to start apportioning undue blame."" Oscar Pistorius is charged with premeditated murder in the death of his girlfriend, model Reeva Steenkamp. Prosecutors say the Olympian killed Steenkamp, 29, after a heated argument in the early morning hours of Valentine's Day. The double-amputee sprinter, known as the ""Blade Runner,"" submitted a sworn affidavit to the judge considering his bail request last month saying he kept a 9 mm pistol ""underneath my bed when I went to bed at night"" because he was ""acutely aware of violent crime being committed by intruders entering homes with a view to commit crime, including violent crime."" ""I have received death threats before,"" the affidavit said. ""I have also been a victim of violence and of burglaries before."" The magistrate granted bail, allowing Pistorius to go free eight days after the shooting. The Pistorius family, which hired a ""reputation management"" firm to help with media relations, issued a statement Monday saying, ""Oscar and the rest of the Pistorius family distances itself"" from Henke Pistorius' comments. ""Henke's interview with the newspaper was unapproved by our media liaison team,"" family spokesman Arnold Pistorius, Henke's brother, said. ""The comment doesn't represent the views of Oscar or the rest of the Pistorius family."" Another political party -- the Young Communist League of South Africa -- weighed in on what it called ""reckless remarks."" ""It is actually believed by most South Africans that the wealthy, mostly white people receive preferential treatment and it is for this reason that the Young Communist League cannot take seriously the claims made by Henke Pistorius,"" the party said. Nkepile Mabuse, Brian Walker and Nana Karikari-apau contributed to this report."
865681,dailymail-train-146e08d2504ff4e053a34f84790706d810c5a9c0,"At At the time of launch, Herschel. Holds 2,300 liters of liquid helium but has not slowly evaporated..",REFUTES,"[208, 229]",1.0,NegateSentences,"[15, 16]",,cnndm/dailymail/stories/146e08d2504ff4e053a34f84790706d810c5a9c0.story,"By Becky Evans PUBLISHED: 21:06 EST, 29 April 2013 | UPDATED: 21:08 EST, 29 April 2013 Europe's billion-euro Herschel observatory has stopped working, ending three years of observation of the cool Universe, it was announced yesterday. Instruments on The European Space Agency's (ESA) flagship observatory have warmed to levels that mean it is now 'blind'. The demise of Herschel was expected by astronomers as stores of liquid helium that are vital to keeping the temperature close to absolute zero have finally been exhausted. The Herschel space observatory, pictured over a background image of Vela C star-forming region, has stopped working after three years observing the coolest regions of the Universe Herschel took thousands of images, including this magnificent picture of the Andromeda galaxy After 35,000 scientific observations, ESA staff say Herschel has left behind a 'treasure trove of data'. The pioneering observatory was launched in May, 2009, and studied the origin and evolution of stars and galaxies in a mission to discover how the Universe came to be. At the time of its launch, Herschel held 2,300 litres of liquid helium but that has slowly been evaporating over the past three years. Astronomers confirmed it had finally run out at the start of the spacecraft's daily communication with the ground station in Western Australia. The timing of its demise was accurately predicted by experts. Professor Alvaro Giménez Cañete, ESA’s director of Science and Robotic Exploration, said: 'Herschel has exceeded all expectations, providing us with an incredible treasure trove of data that that will keep astronomers busy for many years to come.' The Large Magellanic Cloud galaxy in infrared light seen by the Herschel Space Observatory An infrared image of the Orion nebula highlighting fledgling stars hidden in gas and clouds The space observatory amassed more than 25,000 hours of data from 600 observing programmes. The telescope was launched from French Guiana in May, 2009. Weighs 3.3 tonnes and its lifespan was 11 months longer than originally predicted. Its primary mirror is one and a half times larger than the Hubble Space Telescope. Made 35,000 scientific observations and amassed more than 25,000 hours of data. The space observatory will be sent into permanent orbit around the Sun. Herschel is named after Sir William Herschel, the discoverer of the infrared spectrum and planet Uranus, and his sister and collaborator Caroline Herschel. Herschel carried the largest and most powerful infrared telescope ever flown in space and its  primary mirror was 3.5metres in diameter - one and a half times larger than the Hubble Space Telescope. Its telescope captured thousands of images of star-forming regions and was able to shine through obstacles that block visible light. Göran Pilbratt, ESA’s Herschel Project scientist, said the telescope had given new insight into the secret workings of the Universe. He said: 'Herschel has offered us a new view of the hitherto hidden Universe, pointing us to a previously unseen process of star birth and galaxy formation, and allowing us to trace water through the Universe from molecular clouds to newborn stars and their planet-forming discs and belts of comets.' Thomas Passvogel, ESA’s Herschel Programme manager, added: 'Herschel’s ground-breaking scientific haul is in no little part down to the excellent work done by European industry, institutions and academia in developing, building and operating the observatory and its instruments.' In a demonstration of Herschel's work, the ESA released images taken of the Andromeda galaxy showing cool lanes of forming stars in the finest detail yet. The unparalleled power of its infrared telescope meant it could capture infrared light from some of the coolest areas of the Universe, allowing astronomers a glimpse of these regions for the first time. The satellite, which is currently 1.5million km from Earth, will be propelled into an orbit of the Sun, where it will remain indefinitely. The billion-euro observatory will now be sent into orbit around the Sun, where it will remain indefinitely"
420010,dailymail-train-5e5510bf89acf053c8f218873ac675a87b5b58f3,"By Thursday, 349 students were absent, along with 22 staff members..",SUPPORTS,"[281, 294]",0.0,,,,cnndm/dailymail/stories/5e5510bf89acf053c8f218873ac675a87b5b58f3.story,"By Daily Mail Reporter PUBLISHED: 09:50 EST, 4 February 2014 | UPDATED: 13:28 EST, 4 February 2014 A mystery virus being referred to as 'the plague' continues to sweep through a Texas high school, having already infected over 700 students and staff members and causing them to become violently ill. The health department is trying to find the source of the stomach illness that first hit Richardson High School in North Texas last week, according to NBC, while cleaners have been brought in to scrub every possible surface on the premises to prevent the bug from spreading. 'It is scary, it really is,' father Demetrius Price, whose son was sent home sick, told NBC 5. 'For that many kids to get sick at one time is scary.' Scroll down for video Preventing the plague: Some Richardson High School students have taken to wearing masks and carrying disinfectants in the wake of a mystery illness that has sickened hundreds Cleaning spree: Extra cleaners have been brought in and have been working through the night to sanitize the school premises Last Friday, over 700 students and staff members were absent from Richardson High School in North Texas after falling ill School officials have ruled out the cafeteria as the source, believing it is not food related, however they don't know where the virus has come from. It all started Monday of last week, with 203 students and 12 staff members off sick. By Thursday, 349 students were absent, along with 22 staff members. Additionally, 70 more students were sent home at lunch. By Friday, an astonishing 675 students - about a quarter of the school's total student population of 2,500 - missed class, along with 28 staff members. Despite having the weekend as a buffer and the extreme cleaning measures taking place at the school, the situation was only slightly better on Monday. The Richardson Independent School District was able to confirm that 26 staff members and 239 students were sick Monday. Wash your hands: Health workers use a special glowing gel rubbed into the hands to show how easy germs can spread on surfaces According to the district, there 191 students that called in and another 48 sent home early due to the illness. The main symptoms of the bug are vomiting, diarrhea, fatigue and weakness. Health experts have said the easiest way to stop the spread is general hygiene, specifically diligent hand washing. Mr Price said that when he came to pick up his freshmen son, the nurse's office was 'over run' with hundreds of sick kids. 'My son had a cold a few weeks ago, during that cold snap, but nothing serious,' Mr Price told NBC 5. 'This right here was so different. 'It put him on the couch. His energy was low. His appetite was gone. Worried parent: Demetrius Price, whose freshmen son was sent home with the sickness, described the virus as 'very scary' 'He kept feeling like he had to throw up. I don't know what it is. I was worried he was going to get real dehydrated.' Students started up a Twitter hashtag about the mysterious virus, called '#RHSPlague' and are trying to make light of the situation with jokes like 'More Plague = Better Parking'. The students that were in attendance Monday came armed with hand sanitizer. Others said they planned to go to the bathroom after each period to wash their hands."
983060,cnn-train-4cf0f23792cb76a5969bba89ad775f0096c3fce2,San Francisco had 11 receptions Saturday.,REFUTES,"[325, 330]",0.0,EntitySwap,"[0, 1]",,cnndm/cnn/stories/4cf0f23792cb76a5969bba89ad775f0096c3fce2.story,"(CNN) -- In a mega moment for the man called Megatron, Detroit Lions wide receiver Calvin Johnson broke Jerry Rice's single-season record for receiving yards Saturday night against the Atlanta Falcons. Johnson set the record in the final minutes of the fourth quarter, snagging a pass from Matthew Stafford for a 26-yard gain. After the play, Johnson brought the ball to the Detroit sideline to give to his father, Calvin Johnson Sr., while the crowd erupted in a roaring ovation. ""I don't think I said anything to my dad when I gave him the ball,"" Johnson said after the game. ""I just gave him a hug. But when I think back on it, it's a special moment."" Entering Saturday's game in Detroit, Johnson needed 182 receiving yards to surpass Rice, who had a total of 1,848 yards in the 1995 season when he was with the San Francisco 49ers. Johnson finished the night with 225 yards, and now has 1,892 on the season. Rice congratulated Johnson with an in-stadium message on the Ford Field video board. Johnson said he knew when he caught the pass that he broke the record. ""The guys were telling me on the sideline I'm like 4 or 5 yards away,"" Johnson said. ""So it was just like one reception and I'm there, so I'm like, 'shoot, let's go ahead and knock this thing out.'"" Johnson broke two other NFL records Saturday. He had more than 100 yards receiving for the eighth straight game, passing Charley Henningan in 1961 and Michael Irvin in 1995. Johnson set another league mark with 10 receptions for four consecutive games. Johnson had 11 receptions Saturday. Following the game, Stafford said if someone had told him at the beginning of the year that someone would break Rice's record this season, he would point to his star wide receiver. ""Nobody goes about their business as professionally as he does,"" Stafford said. ""We're lucky to have a guy like that."" Despite the history made by Johnson, the Lions lost 31-18, their seventh straight defeat. They are in last place in the NFC. The Falcons, meanwhile, clinched home-field advantage through the NFC playoffs with their win Saturday night. Johnson now will try to reach a number that was once unthinkable: 2,000 receiving yards in a single season. The Lions finish the season at home against the Chicago Bears. But for now, despite the Lions' loss, Johnson can still put the record in perspective. ""It's an accomplishment that took a lot of work, so you can't take that thing away,"" he said."
88694,dailymail-train-b58ef720055bbacee9c37a1a1fe54e5af65116ea,An assistant helps keep the melons firm while Tafzi crushes another piece of fruit with his skull.,SUPPORTS,"[163, 180]",1.0,,,,cnndm/dailymail/stories/b58ef720055bbacee9c37a1a1fe54e5af65116ea.story,"A brave friend would challenge Ahmed Tafzi to, well, anything - odds are he can and will do it. Such was the case when he was challenged to smash six watermelons with his head in five seconds at the UpCycle Club in Cyprus. The footage shows Tafzi lining up the six watermelons on a table, with a woman standing nearby waiting to time him. Ahmed Tafzi lines up the first target for his head in a watermelon smashing challenge He then makes his way along the row of the round fruit - bashing his skull on each one - and breaking each one open in just one hit. Tafzi, from Germany, took on and completed the challenge with consummate ease but it's no surprise given some of his previous achievements. He has previously set the Guinness World Record for most watermelons smashed in one minute - he did 43. An assistant helps keep the melons steady as Tafzi crushes another piece of fruit with his skull Another previous record, also officially ratified by the authority on remarkable human achievements, came when Tafzi opened 24 bottles with his head. The Guinness World Records said: 'Tafzi aimed for 50 crushed watermelons laid out for him on his official attempt, but could smash ""only"" 43. 'His attempt drew such attention in town that one of the witnesses who came to help verify the attempt was the city mayor himself.'"
870320,dailymail-train-87fe47ae3edcefbfbe1f6d7d00cea30650c21f2f,Met Police spokesman said: 'The man was arrested in west London on suspicion suspicion of sexual offences and taken to a London police station.,SUPPORTS,"[145, 171]",0.0,,,,cnndm/dailymail/stories/87fe47ae3edcefbfbe1f6d7d00cea30650c21f2f.story,"By Anna Edwards PUBLISHED: 14:22 EST, 20 March 2013 | UPDATED: 17:25 EST, 20 March 2013 Comedian Jim Davidson has been arrested again by detectives investigating the Jimmy Savile sex abuse scandal following further allegations of sex offences. The 59-year-old answered bail today after he was held in January by detectives working on Operation Yewtree, the national investigation prompted by the Jimmy Savile sex abuse scandal. Further allegations have been made after he was arrested for other allegations in January. Comedian Jim Davidson is understood to have been arrested as part of Operation Yewtree A Scotland Yard spokesman said a 59-year-old man had been 'further arrested on suspicion of sexual offences in connection with further allegations made to Operation Yewtree'. A Met Police spokesman said: 'The man was arrested in west London on suspicion of sexual offences and taken to a London police station. He was later bailed to return pending further inquiries - next due on a date in May. 'The individual falls under the strand of the investigation we have termed ""others"".' Operation Yewtree has three strands, one dealing with allegations directly involving Jimmy Savile, the second involving allegations against associates of the disgraced DJ and the third involving 'others'. At the time of his first arrest in January, Davidson's solicitor Henri Brandman issued a statement to say he 'vigorously denied' the allegations. The five-times married comedian was detained at Heathrow Airport in January after landing to take part in Celebrity Big Brother, which he said left him 'completely gobsmacked'. Speaking in January, the comedian 'vigorously denied’ the allegations, which date back around 25 years and said that he had never forced himself on a woman in his life. The former Big Break and Generation Game host 'vigorously denies' the allegations made against him, his solicitor said tonight following the star's re-arrest for further alleged sex offences. And tonight, his solicitor Henri Brandman said his client 'vigorously denies' all the allegations against him. Mr Brandman said: 'Jim vigorously denies the allegations. 'He has not been charged with any offence. Neither he nor I will be making a further comment.' Sorry we are unable to accept comments for legal reasons."
940310,dailymail-train-f1ccb7c106d326cf7257695a58c2e467ae58bc71,"The bracelet was a gift from King Rama Rama VI, the grandson of of the the monarch who supposedly was the inspiration for the , turned 1956 musical film, , The King and I .",SUPPORTS,"[115, 148]",0.0,,,,cnndm/dailymail/stories/f1ccb7c106d326cf7257695a58c2e467ae58bc71.story,"By Alex Ward PUBLISHED: 22:03 EST, 28 October 2012 | UPDATED: 03:53 EST, 29 October 2012 A stunning bracelet given to a Russian dancer by the King of Siam is set to go under the hammer for £8,000. The ornate pure gold 2oz bracelet with an enamel picture of the Thai royal family was given to Nadia Yerusalimsky in around 1912 by the then King Vajiravudh - King Rama VI. It is thought the dancer bewitched His Majesty when she performed at the palace after moving to Bangkok with her father who was a tailor. King and I: The bracelet was a gift from King Rama VI, the grandson of the monarch who supposedly was the inspiration for the story, turned 1956 musical film, The King and I King Rama VI was the grandson of King Rama IV, the monarch who was supposedly the inspiration for the story, turned 1956 musical film 'The King and I'. The real-life story imitates the film, based on the 1944 novel Anna and the King of Siam by Margaret Landon, starring Yul Brynner as the king who falls for a Victorian governess played by Deborah Kerr. But unlike the film, Ms Yerusalimsky went on to marry another man, Welshman Henry Hopkin in Bangkok in 1916. Now their grandchildren are putting up the historic piece of jewellery for auction on November 1. Bewitched by dancer: The King of Siam gave the bracelet to Nadia Yerusalimsky (left with unidentified dancer) in about 1912 after she performed at the palace in Bangkok For sale: The pure gold 2oz bracelet, which features this enamel picture, is now going under the hammer as the dancer's grandchildren put it up for sale at auction on November 1 Auctioneer Thomas Plant, from Special Auction Services, Berkshire, said: ‘Although this has great value because it is almost completely pure gold, if not 99.9 percent, it's the history and romance behind it that is the real story. ‘King Rama VI was the grandson and the king who many think was the inspiration for the film and book the 'King and I' ‘And with this gift to Nadia it was in many ways a case of history repeating itself as it appears this king was very fond of her. ‘I don't think would have happened after the time of the Great War, this was a more innocent time. Pure gold: The bracelet has seven gold bullet coins from the time of Rama V, King Chulalongkorn in the 1870s and is expected to fetch £8,000 at auction ‘Nadia actually went on to marry a rather naughty Welshman Henry Hopkin who had fled to Bangkok after having an affair with the village policeman's wife. ‘Henry, from Wales, and Nadia, from Russia, were married in Bangkok in 1916 and went on to have two children together.’ The bracelet features seven gold bullet coins from the time of Rama V , King Chulalongkorn, in the 1870s with two impressed strike marks, one for Chakra, the other possibly for Rama V, joined by oval links. A circular medallion with enamel design for the Siamese Royal family is then joined to it by a later loop clasp. Film mirrors dancer's story: Deborah Kerr and Yul Brynner in the 1956 film The King and I about the king who falls in love with a Victorian governess"
858597,dailymail-train-7a1b34fbdb809b70033bc36941042de54088fa59,"Basingstoke, 68, died died after the crash at at Basingstoke in May May of this yearyear..",REFUTES,"[107, 125]",1.0,EntitySwap,"[0, 0]",,cnndm/dailymail/stories/7a1b34fbdb809b70033bc36941042de54088fa59.story,"By Steve Robson PUBLISHED: 09:33 EST, 27 December 2012 | UPDATED: 11:17 EST, 27 December 2012 A driver who caused a motorway smash which killed a pensioner has been banned from the roads after he said he had been distracted by a wasp. Richard Knight, 28, told a court his 'phobia' of the insects caused him to swerve across a lane at 70mph on the M3 because he 'didn't want to be stung'. But magistrates rejected his excuse and handed him an 18-month driving ban. Anne Bater, 68, died after the crash on the M3 in Basingstoke in may this year His VW Golf hit a Honda Jazz which careered off the motorway in Basingstoke, Hampshire, and landed on its roof killing 68-year-old Anne Bater. Her husband Keith, who was a passenger, survived with a back injury but told Basingstoke Magistrates' Court he has been left 'bereft' by the loss of his wife. Knight, from Aldershot, said he was in the outside lane of the motorway when he noticed a wasp flying near his right ear. He said he wound the driver's window down, but it remained in the car and distracted him. Knight said as he tried to put the passenger side window down he veered into the middle lane, hitting Mrs Bater's car. The court heard that psychiatric tests later revealed Knight had a phobia of winged insects that can sting. Asked how he felt when he saw the wasp in his car, he told magistrates: 'I was very anxious and worried. 'I obviously did not want to be stung, and my instinct was just to get it out of the car.' Richard Knight was given an 18-month driving ban at Basingstoke Magistrates Court after pleading guilty to causing death by careless driving James Burnham, prosecuting, said Knight's 'special reason' application to avoid a driving ban should be ignored. Mr Burnham said Knight should have safely pulled over to the hard shoulder to let the wasp out. He also read out victim impact statements from Mrs Bater's husband and their two daughters, who were all in court. Mr Bater said in his statement: 'I never knew the true meaning of the word bereft but that's how I feel now. Our house is empty and I'm very lonely.' Mrs Bater, from High Wycombe, Bucks, was pronounced dead at Basingstoke and North Hampshire Hospital after the crash in May this year. Matthew Kerruish-Jones, defending, said Knight - who pleaded guilty to causing death by careless driving - had shown genuine remorse about the crash. Knight's 'special reason' application was rejected by residing magistrate Roy Cleave, who said he could have taken other actions to avoid the accident. Mr Cleave handed Knight an 18-month driving ban and gave him an 18-month community order with 200 hours unpaid work. He was also ordered to pay £85 in costs."
249741,dailymail-train-fa7ab7819245141392ee572ed86dc6f7737eec9f,"Money struggles n't also higher higher in country people, compared compared to city slickers.",REFUTES,"[198, 211]",0.0,NegateSentences,"[2, 3]",,cnndm/dailymail/stories/fa7ab7819245141392ee572ed86dc6f7737eec9f.story,"One in five Australians are close to broke after paying bills from their pay cheque One in five Australians are close to broke after paying bills from their pay cheque. This is forcing three quarters of Australians who are struggling  to enter into savings to pay for unexpected expenses. New polling reveals one in six pawn their possessions, while two in five resort to their credit card to help afford extra costs. These typically are medical and dental expenses or more expensive household bills or car repairs. The results have prompted a campaign aimed at assisting people in financial stress and helping them avoid money struggles  till pay-day and subsequently becoming pay-day lenders, news.com.au reports. Young people have been found most likely to be victims of pay-day lending and then end up  facing high interest rates as high as 160 per cent. Only one in 200 people aged 50 and over have admitted to using a pay-day lender, while one in 20 people aged 18 to 24 turn to a lender in times of financial stress. Money struggles is also higher in country people, compared to city slickers. NAB, who conducted the polling, will be working with Good Shepherd Microfinance on the campaign in attempt to sweep out quick fixes and find a longer solution to help financial stress. 'People who find themselves in difficult financial situations often seek quick fixes such as selling their possessions or getting a high cost pay-day loan,' said Adam Mooney, chief executive of Good Sheperd Microfinance. 'While satisfying the immediate need, these solutions can lead to bigger problems down the track.' He said illness and divorce are the two biggest triggers for financial worries. But new NAB boss Andrew Thorburn believes his bank does not close doors on those in financial troubles. 'As Australians, we pride ourselves on giving people a fair go and at NAB we think that includes having access to fair and affordable finance when you need it,' Mr Thorburn said. New polling reveals one in six pawn their possessions, while two in five resort to their credit card to help afford extra costs This is forcing three quarters of Australians who are struggling to enter into savings to pay for unexpected expenses Only one in 200 people aged 50 and over have admitted to using a pay-day lender, while one in 20 people aged 18 to 24 turn to a lender in times of financial stress Money struggles is higher in country people, compared to city slickers"
